id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,'Wifes_now_working\%3F',Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
42297,42.253413,4,4,1.020099,1,1,1,4,0,1
42298,49.452229,4,4,3,1,1,2,4,0,1
42299,44.916044,3,4,4.053658,1,0,3,3,0,1
42300,22.920452,3,4,0.695573,1,1,1,4,0,3
42301,20.846448,3,3,1.078899,1,1,3,4,0,2
42302,36.046702,1,2,2,1,0,1,4,0,1
42303,27.879083,3,4,2,1,1,3,2,0,1
42304,21.800453,2,4,2,1,1,1,3,1,3
42305,26.137696,3,3,0.505984,1,1,2,3,0,3
42306,46.78298,4,4,3,1,1,1,3,0,2
42307,26.426276,2,3,0.225501,1,0,3,3,0,1
42308,41.960489,4,4,4.78556,1,1,3,3,0,1
42309,21.31433,4,4,1.211052,1,0,3,2,0,3
42310,44.613764,4,4,4.905642,1,1,3,3,0,3
42311,43.401593,4,4,5.20432,1,1,3,4,0,1
42312,31.339151,3,4,4.894736,1,1,3,3,0,1
42313,16.535069,3,4,0.078194,1,1,2,3,0,2
42314,43.649141,2,3,0.648777,1,1,2,3,0,1
42315,32.373216,2,2,4.515215,1,1,2,1,0,1
42316,37.855,1,4,9.127738,1,1,1,4,1,2
42317,24.868296,4,4,3.883637,1,1,1,4,0,3
42318,48.274029,2,2,2,1,1,2,4,0,1
42319,26.551741,3,4,2,1,0,3,4,0,3
42320,31.756821,4,4,2,1,1,3,4,0,3
42321,26.084514,3,1,0.732182,1,1,3,3,0,1
42322,24.15589,3,3,1.312661,1,1,3,4,0,3
42323,23.064149,1,4,2,1,1,2,4,1,3
42324,43.235595,3,4,4.10653,1,1,1,4,0,2
42325,37.273691,1,3,2,1,1,3,4,1,1
42326,30.407688,3,3,3,1,1,3,3,0,2
42327,31.548203,1,2,5.089439,1,1,2,4,0,3
42328,45.452447,3,4,4.607845,0,1,1,4,0,2
42329,19.249587,4,4,3.683754,1,1,1,4,0,1
42330,26.490413,4,4,-0.305266,1,1,2,3,0,1
42331,17.730585,3,4,2,1,1,1,2,0,1
42332,25.001923,2,3,3.694767,1,1,3,2,1,2
42333,17.816291,4,4,0.833667,0,0,1,2,0,1
42334,29.082358,3,4,4.288935,0,0,3,4,0,3
42335,42.890514,4,4,0.704787,0,0,3,4,0,1
42336,25.911061,1,2,1.617394,1,1,4,1,0,1
42337,17.492915,3,3,4.52133,1,1,3,3,0,1
42338,30.114606,3,3,2,1,0,3,1,0,3
42339,22.775504,4,4,3,1,1,1,4,0,3
42340,24.108046,4,4,1.044355,1,1,3,2,0,1
42341,30.69465,2,4,2,1,0,3,4,0,1
42342,26.884174,4,4,2,0,0,1,4,0,1
42343,36.74252,4,4,4.230422,1,1,2,4,0,2
42344,22.835569,4,4,1.305896,1,0,1,4,0,2
42345,36.509163,3,4,2,1,1,3,1,0,1
42346,25.553846,2,3,2,1,1,2,3,0,1
42347,41.776786,3,3,2,1,1,2,2,0,1
42348,27.027267,4,4,3.845787,1,0,3,4,0,1
42349,25.05436,2,3,2,1,1,3,3,0,3
42350,20.968817,3,3,1.969508,1,1,3,4,0,2
42351,30.685679,2,3,2,1,1,3,4,0,2
42352,46.630281,4,4,4.208792,1,1,1,4,0,2
42353,31.796512,4,4,8.172009,1,1,3,3,0,3
42354,33.219259,2,4,3,1,1,1,3,0,1
42355,48.579447,4,4,4.005938,1,0,1,4,0,3
42356,21.115206,4,4,2,0,0,1,1,0,1
42357,31.665546,3,4,7.351983,1,1,3,3,0,3
42358,39.498282,4,4,6.749193,1,0,1,4,0,2
42359,36.088986,3,2,2,1,1,2,4,0,1
42360,31.737047,2,3,3,1,1,3,3,0,1
42361,28.57133,2,1,2,0,1,3,4,0,2
42362,26.947058,2,4,1.270553,1,1,2,4,0,1
42363,34.851771,2,3,6.666327,1,1,3,4,0,2
42364,39.59436,2,3,4.984038,1,1,3,2,0,3
42365,22.524091,1,2,1.168416,1,1,3,2,0,1
42366,34.281088,1,2,4.583956,1,1,2,4,0,1
42367,34.843622,1,3,3,1,1,2,3,0,1
42368,20.624793,3,4,1.007448,1,1,1,4,0,2
42369,38.704639,1,3,2,1,1,3,1,0,1
42370,46.592412,2,3,8.684888,1,1,1,3,0,1
42371,31.776249,1,1,0.50556,1,1,3,2,0,1
42372,36.433981,2,2,3,1,1,4,3,0,2
42373,21.944817,4,4,1.885241,0,1,4,3,0,3
42374,38.088853,4,4,6.722087,1,0,1,4,1,3
42375,27.513502,2,4,1.553931,1,1,2,4,0,1
42376,35.360217,1,4,2,1,1,1,3,1,1
42377,26.875011,3,4,4.094283,1,0,2,4,0,3
42378,37.691701,1,2,8.69964,1,1,3,2,1,3
42379,21.16181,4,4,1.377724,0,1,3,4,0,2
42380,41.446996,3,3,2,1,1,2,3,0,3
42381,27.387789,4,4,1.362067,1,0,1,2,0,1
42382,41.906788,4,4,4.535382,0,1,2,4,0,1
42383,33.784948,2,3,10.41867,1,1,2,4,0,1
42384,30.686463,4,4,3,1,1,3,4,0,1
42385,36.516256,2,3,9.428243,1,1,3,4,0,1
42386,44.242045,3,4,6.824961,1,0,3,4,0,1
42387,27.208593,2,3,3,1,1,3,3,0,3
42388,32.850121,4,4,2,1,1,2,4,0,2
42389,31.451612,4,4,4.565845,1,1,1,4,0,2
42390,37.70797,2,2,8.057478,1,0,2,2,0,3
42391,32.241796,1,2,7.298187,1,0,3,2,1,1
42392,27.251149,2,2,3,1,1,3,4,0,3
42393,37.277986,2,2,9.4618,0,1,3,3,0,3
42394,38.947672,4,4,4.010574,1,0,3,4,0,3
42395,36.280622,4,4,2,0,1,1,4,0,1
42396,22.75291,2,3,4.002927,1,1,2,3,0,3
42397,39.491891,4,4,2,1,0,1,2,0,2
42398,38.941143,2,3,4.529695,1,1,3,2,0,3
42399,26.505857,4,4,3,1,1,1,3,0,3
42400,36.823307,1,2,2,1,1,2,4,0,3
42401,43.522664,4,4,4.276996,1,1,1,4,0,2
42402,36.272113,2,4,5.504262,1,1,1,3,0,3
42403,20.192431,4,4,0.101933,1,0,2,4,0,3
42404,43.145425,3,1,8.477546,1,1,4,1,0,2
42405,49.356038,3,4,2,1,1,3,3,0,1
42406,34.305485,4,4,7.674828,1,1,3,4,0,3
42407,38.488205,4,4,5.655808,1,1,1,3,0,1
42408,35.775247,3,4,9.523258,1,1,2,4,0,3
42409,35.391644,4,4,4.25768,1,1,2,4,0,2
42410,37.265775,2,4,3,1,1,3,3,0,3
42411,40.140948,1,3,3,1,0,3,4,1,1
42412,32.489481,2,4,2,1,1,2,2,0,1
42413,26.55028,2,4,0.395739,1,0,3,3,0,1
42414,46.574023,4,4,6.604726,1,1,3,3,0,1
42415,26.302674,3,4,0.653062,1,1,3,3,0,1
42416,20.449076,2,3,0.96432,1,1,3,3,0,3
42417,19.599138,2,4,2,1,0,2,3,0,1
42418,27.314094,4,4,2,0,1,1,4,0,3
42419,25.269058,3,3,3,1,1,3,3,0,3
42420,37.370233,3,4,5.526884,1,1,3,4,0,1
42421,36.802109,2,2,3.763016,1,1,2,2,0,1
42422,35.529732,2,2,7.295181,0,0,3,1,0,1
42423,21.010026,4,4,3,1,1,1,3,0,2
42424,26.076492,3,4,2,1,1,1,4,0,2
42425,36.326705,3,4,3.961111,1,1,4,4,0,3
42426,28.380793,2,2,0.810391,1,1,2,1,0,1
42427,29.935955,4,4,7.095629,0,1,2,3,0,2
42428,43.774192,2,2,9.852368,1,1,3,3,0,1
42429,29.558808,2,2,0.329989,1,0,4,2,0,1
42430,21.768809,4,4,4.280063,0,0,3,3,0,2
42431,27.337679,4,4,3,1,1,1,4,0,1
42432,29.440176,1,3,5.18459,1,0,1,3,0,1
42433,25.913571,4,4,4.272851,1,1,1,4,0,3
42434,43.047253,4,4,2,1,0,1,1,0,1
42435,26.344274,2,3,2,1,1,2,4,0,1
42436,32.380369,1,2,2,1,1,2,3,0,3
42437,49.377885,4,4,2,1,1,3,4,0,1
42438,29.765549,3,3,2,1,1,2,4,0,1
42439,21.549044,2,3,1.143637,1,1,3,3,0,1
42440,26.500718,3,4,0.665253,1,1,1,4,0,1
42441,31.760851,3,4,2,1,1,1,4,0,3
42442,29.697074,4,4,4.283914,1,0,1,4,0,3
42443,22.120969,2,2,0.77704,1,1,3,1,0,1
42444,36.086716,3,3,4.500737,1,1,3,3,0,3
42445,23.285168,2,4,0.123826,1,1,1,4,0,1
42446,26.546746,3,4,3.854088,1,0,3,4,0,3
42447,24.015473,3,4,3,1,0,1,4,0,1
42448,31.44837,4,4,2,1,1,1,3,0,2
42449,25.369131,4,4,3,1,0,2,3,0,2
42450,20.243833,4,4,2,0,0,3,2,0,1
42451,45.696525,3,4,6.413981,1,1,1,3,0,1
42452,32.78824,4,4,7.3615,1,1,1,4,0,3
42453,24.74467,4,4,1.375647,1,1,3,3,0,1
42454,35.102174,4,4,4.243298,1,1,1,4,0,3
42455,31.008724,4,4,4.23206,0,1,3,4,0,1
42456,36.120796,4,4,5.539914,1,0,3,3,0,3
42457,42.65035,4,4,4.691129,1,1,1,4,0,1
42458,28.004001,3,4,3.912373,1,1,3,4,0,1
42459,26.964085,3,4,3,1,1,1,1,0,1
42460,43.783668,4,4,4.00438,1,1,2,4,0,2
42461,19.223901,1,2,0.332025,1,1,3,4,1,1
42462,23.984592,4,4,4.052149,1,0,3,2,0,3
42463,36.02925,2,3,9.905872,0,0,4,2,0,2
42464,25.739516,4,4,2,1,1,1,2,0,2
42465,33.05198,2,4,2,1,1,3,4,0,2
42466,36.477156,2,2,3,1,1,2,2,0,3
42467,29.480026,4,3,2,1,1,2,4,0,3
42468,31.631915,4,4,2,1,0,1,4,0,2
42469,37.077518,3,4,2,1,1,3,4,0,1
42470,41.065203,3,4,3,0,0,3,3,1,1
42471,41.299059,4,4,9.186103,1,0,3,2,0,3
42472,36.365627,2,3,2,1,1,2,4,0,1
42473,32.644048,1,2,3,1,1,2,4,0,1
42474,42.943787,2,4,3,1,1,3,4,0,1
42475,32.288363,1,2,3,1,0,3,3,0,3
42476,43.191513,2,3,5.621495,1,1,3,2,0,1
42477,26.700378,4,4,2,1,0,1,3,0,2
42478,35.579271,1,4,4.574854,1,0,1,3,0,2
42479,26.673685,3,4,3.888916,0,1,1,4,0,3
42480,23.074004,3,3,1.445007,1,1,2,2,0,1
42481,39.002151,3,4,3,1,1,1,4,0,2
42482,46.357531,4,4,8.492668,0,1,1,4,0,3
42483,20.625285,3,4,0.917391,1,1,2,4,0,1
42484,36.555234,3,1,4.991058,1,1,4,3,0,3
42485,29.519025,4,4,3.771679,0,1,3,1,0,3
42486,28.814991,4,4,4.4583,1,1,3,3,0,1
42487,22.223323,3,4,2,1,1,1,4,0,3
42488,41.520524,3,3,4.633244,1,1,2,3,0,1
42489,29.526128,2,4,3,1,1,1,4,0,3
42490,26.469504,4,4,4.290649,0,1,2,1,0,1
42491,43.462743,3,3,5.028636,1,1,2,1,0,1
42492,32.420897,3,4,2,1,0,1,4,0,2
42493,35.181559,3,4,3,1,1,2,4,0,3
42494,19.862526,4,4,2,1,1,3,2,0,1
42495,23.157154,3,4,0.711578,1,0,3,4,0,3
42496,37.91303,4,4,7.729204,1,1,3,3,0,1
42497,36.470728,4,4,3,1,1,1,4,0,2
42498,19.225281,4,4,2,1,1,3,4,0,3
42499,27.295908,2,2,2,1,1,4,3,0,3
42500,28.080844,3,4,2,1,1,1,4,0,3
42501,33.971731,4,4,8.542427,0,1,1,3,0,1
42502,47.727167,4,4,9.376674,0,1,1,4,0,2
42503,29.112654,1,2,3,1,1,2,2,0,2
42504,30.116633,4,4,3,0,1,2,3,0,2
42505,43.593776,4,4,8.331636,0,0,1,4,0,2
42506,24.954963,4,4,2,0,0,3,4,0,3
42507,20.984376,2,3,0.37489,1,1,2,2,0,1
42508,36.141753,2,4,3,1,0,1,4,0,3
42509,19.885101,1,3,4.542217,1,0,3,3,1,1
42510,33.189856,2,2,4.42848,1,1,3,1,0,3
42511,20.799934,2,2,2,1,1,3,4,0,3
42512,41.484793,4,4,8.718837,1,0,1,4,0,2
42513,36.11113,3,4,2,1,0,1,3,0,3
42514,30.220863,2,4,5.216482,1,0,3,4,0,3
42515,27.693085,4,4,1.045268,1,0,2,3,0,1
42516,47.76692,3,4,7.340283,1,1,3,2,0,2
42517,45.711079,4,4,3,1,1,2,4,0,1
42518,28.943531,3,3,3.989402,1,0,3,4,1,1
42519,21.038737,2,4,0.813599,1,1,2,3,0,1
42520,26.126991,4,4,2,0,1,1,3,0,3
42521,22.642903,1,2,4.211242,1,1,2,2,1,1
42522,33.435096,1,4,3,1,1,1,4,1,3
42523,30.223495,4,4,0.580779,1,1,1,4,1,1
42524,34.403234,1,4,2,1,1,3,4,1,1
42525,42.571226,3,2,3,1,1,3,2,0,1
42526,23.631003,1,2,1.159054,1,0,3,4,1,1
42527,42.712314,3,2,5.427399,1,1,3,1,0,3
42528,31.298818,4,4,4.141485,1,0,2,4,0,1
42529,42.822349,4,4,9.563573,0,1,2,4,0,3
42530,47.932654,1,2,3,1,0,4,3,0,3
42531,38.434276,4,4,1.037898,1,0,1,4,0,3
42532,26.647504,1,4,1.13053,1,1,1,3,1,1
42533,29.191108,3,4,3,1,1,3,3,0,3
42534,32.282835,1,2,3,1,1,3,2,0,3
42535,34.76604,3,4,5.207757,0,1,1,4,1,2
42536,26.047973,4,4,3.944081,1,0,1,4,0,3
42537,22.700596,3,4,0.571969,1,1,1,3,0,1
42538,38.826085,2,1,3,1,0,3,4,1,2
42539,28.748372,1,3,1.015602,1,1,2,2,1,1
42540,28.076958,3,4,2,1,1,1,4,0,2
42541,38.023928,1,3,4.700184,1,1,3,2,1,1
42542,28.85403,2,3,3,1,0,3,3,0,1
42543,25.400014,4,4,2,0,1,1,4,0,2
42544,35.624776,3,4,2,1,1,1,4,0,1
42545,23.301957,4,4,0.471055,1,1,1,3,0,1
42546,27.913038,2,3,3,1,1,3,4,0,3
42547,41.077905,3,4,6.796135,1,1,3,3,0,1
42548,24.197012,2,4,1.087754,1,1,1,3,0,1
42549,34.864721,3,3,4.713142,1,1,3,4,0,2
42550,40.590306,4,4,6.657806,1,1,1,4,0,2
42551,20.613288,2,4,1.579817,1,0,2,1,0,3
42552,29.494932,4,4,1.077833,1,1,2,3,0,1
42553,22.193928,3,3,0.219314,1,1,2,4,0,1
42554,26.147666,1,3,3,1,1,3,4,0,1
42555,31.94495,4,4,0.939139,1,1,1,4,0,1
42556,42.340013,2,4,5.538232,1,0,1,4,0,1
42557,36.891003,3,2,6.837888,1,0,3,1,0,1
42558,20.753639,1,2,2,1,0,2,1,1,1
42559,29.644202,1,3,4.17047,1,1,3,2,0,3
42560,35.186017,1,4,4.198239,1,1,1,3,1,1
42561,19.463635,4,4,2,1,1,3,3,0,3
42562,44.756454,4,4,3,0,1,2,4,0,1
42563,43.712158,3,4,4.26318,0,1,1,4,0,2
42564,21.030357,3,4,0.699516,1,0,3,4,0,1
42565,27.474048,4,4,3,1,1,1,3,0,3
42566,37.969507,3,4,5.080859,1,1,2,4,0,2
42567,44.150416,2,3,7.984008,0,1,3,2,0,1
42568,44.868551,3,3,4.470034,1,1,4,2,0,2
42569,45.369845,4,4,6.361122,0,1,2,4,0,3
42570,39.078374,3,3,5.153793,1,1,3,3,0,1
42571,33.640209,4,4,4.656785,0,1,1,4,0,3
42572,23.587448,2,3,0.670167,1,1,1,4,0,1
42573,25.877584,2,3,3,1,1,2,3,0,3
42574,24.569692,2,4,2,1,1,2,4,0,1
42575,46.399548,4,4,3.867217,1,1,3,4,0,1
42576,43.710601,2,3,6.137478,1,0,1,3,0,2
42577,36.70608,3,3,3,1,0,3,4,0,2
42578,44.633213,3,1,4.368804,1,1,2,3,0,1
42579,37.228757,4,4,1.25438,0,1,3,4,0,1
42580,20.113851,2,3,2,1,1,1,4,0,2
42581,45.259858,4,4,5.061033,0,1,2,4,0,2
42582,46.502679,1,2,3,1,1,3,2,0,3
42583,34.251033,4,4,6.084625,1,1,1,4,0,1
42584,19.773045,4,4,0.993855,1,0,1,4,0,2
42585,31.281986,2,2,3,1,0,3,1,0,1
42586,28.992728,3,4,3,0,0,1,4,0,2
42587,23.357343,3,3,0.928485,1,1,3,4,0,1
42588,31.136246,1,3,2,1,0,3,3,0,1
42589,31.449509,3,4,4.934062,1,1,2,4,0,1
42590,38.436802,4,4,7.808975,1,0,1,3,0,2
42591,31.743275,3,4,2,1,0,1,4,0,1
42592,37.135612,1,3,6.069285,1,1,3,3,1,1
42593,42.703494,1,3,3,1,1,3,3,0,3
42594,46.913864,1,2,4.412277,1,1,3,3,0,2
42595,33.430905,4,4,2,0,1,1,2,0,2
42596,29.585804,2,4,4.929955,1,1,2,3,0,1
42597,35.83861,4,4,8.773135,1,0,2,4,0,2
42598,36.72053,3,4,3,1,1,3,3,0,3
42599,19.27218,1,2,3,1,1,2,2,0,3
42600,22.083702,4,1,3.996008,1,0,2,1,0,1
42601,43.307993,4,4,4.621714,1,1,1,4,0,2
42602,38.255919,4,4,4.17552,1,1,3,3,0,3
42603,28.504435,4,4,2,1,1,1,4,0,2
42604,19.881114,4,4,0.884314,1,1,4,3,0,1
42605,41.010983,3,4,0.991364,1,1,3,4,0,1
42606,31.904174,3,2,1.314014,1,1,2,4,0,1
42607,32.146715,4,4,2,1,0,3,3,0,2
42608,42.968721,4,3,4.252168,1,1,3,3,0,2
42609,24.490075,4,4,0.99531,1,0,3,4,0,1
42610,32.633946,4,4,0.675049,1,1,1,3,0,1
42611,22.410509,3,2,3,0,1,3,4,0,3
42612,35.793939,3,4,2,1,1,3,4,0,3
42613,35.823945,3,4,4.967717,1,1,3,4,0,2
42614,27.023023,4,4,0.999975,1,1,1,4,0,2
42615,22.097989,3,2,0.146957,1,0,2,2,0,1
42616,27.800593,2,3,4.74709,1,0,3,1,0,3
42617,35.068862,4,3,0.947402,1,1,2,3,0,3
42618,30.83684,3,4,3,1,0,2,3,0,3
42619,18.596986,2,3,2,1,1,1,2,0,1
42620,30.46924,3,3,2,1,1,3,4,0,2
42621,37.45484,3,4,9.398203,1,0,1,2,0,1
42622,38.695651,3,4,0.580523,1,1,3,4,0,1
42623,22.45056,4,4,3.657996,1,1,3,3,0,3
42624,26.230445,4,3,2,1,1,3,3,0,3
42625,42.315687,4,4,9.9921,1,1,3,3,0,2
42626,38.315516,3,3,4.963462,1,1,2,3,0,3
42627,36.073016,1,1,4.73632,1,1,3,4,0,2
42628,47.060205,3,3,9.438929,1,1,3,4,0,2
42629,36.6144,3,3,3,1,1,3,3,0,2
42630,25.057597,4,4,2,0,0,1,4,0,2
42631,23.167202,4,4,3,1,1,1,4,0,3
42632,48.446765,4,4,0.552671,1,1,1,4,0,1
42633,42.716396,1,2,6.78051,1,1,3,2,1,1
42634,33.17296,1,1,2,1,1,2,2,1,1
42635,41.839437,1,4,2,1,1,1,4,0,1
42636,32.428652,1,2,2,1,1,3,2,0,1
42637,24.521373,2,1,3,1,1,4,1,0,1
42638,41.884716,3,4,7.768918,1,1,1,4,0,1
42639,27.814658,2,3,0.570241,0,1,3,2,1,3
42640,45.364841,2,3,0.727226,1,1,3,4,0,1
42641,36.652132,3,4,3,1,1,3,1,0,1
42642,32.785135,4,3,4.035011,1,0,3,3,0,2
42643,32.337903,2,4,0.86725,0,1,1,4,0,1
42644,28.156139,4,4,2,1,1,2,4,0,2
42645,31.041908,3,2,4.60252,1,1,3,4,0,2
42646,38.98023,4,4,7.900598,0,1,1,4,0,3
42647,48.029094,4,4,3.639743,0,1,3,4,0,1
42648,25.22048,4,3,2,1,0,3,3,0,3
42649,25.891738,4,4,2,1,1,3,3,0,2
42650,37.220756,4,3,5.44097,1,0,3,1,0,3
42651,37.948915,3,4,6.879673,1,1,3,4,0,1
42652,24.444513,4,4,4.248443,1,1,1,4,0,3
42653,38.726596,3,4,4.625399,1,1,1,3,0,3
42654,37.872894,3,4,3.896762,1,1,1,3,0,3
42655,37.444105,4,4,3,1,0,2,2,0,1
42656,43.420599,4,4,7.188925,0,1,1,1,0,1
42657,23.811401,4,4,2,1,1,1,4,0,1
42658,25.450778,3,4,5.173709,1,1,2,1,0,1
42659,24.972561,4,4,0.999524,1,1,3,2,0,3
42660,19.802943,2,4,0.85323,1,1,1,4,0,2
42661,27.801957,2,2,4.00528,1,1,3,3,0,3
42662,31.111758,1,4,6.450062,1,0,2,4,0,3
42663,25.574004,3,4,8.303641,1,1,1,4,0,3
42664,29.503768,1,4,2,1,0,3,2,1,1
42665,41.045494,3,4,4.464425,1,1,1,4,0,2
42666,50.193412,3,3,2.919827,0,1,3,4,0,1
42667,32.845858,4,4,3.42147,1,1,2,3,0,1
42668,22.48152,3,4,2,1,1,1,3,0,2
42669,37.372856,3,4,5.780743,1,1,1,3,0,2
42670,25.595205,4,4,1.322002,1,1,1,4,0,1
42671,30.870035,4,4,3,0,1,1,4,0,2
42672,47.474726,4,4,5.954457,1,1,1,2,0,2
42673,46.147938,4,4,4.984613,1,1,2,4,0,1
42674,25.489447,4,4,2,1,1,1,4,0,3
42675,36.74138,3,4,2,1,1,3,4,0,3
42676,38.803735,3,3,4.152827,1,1,2,2,0,1
42677,41.896887,4,4,5.767283,1,0,2,3,0,3
42678,42.976066,4,4,0.613814,0,1,3,4,0,1
42679,27.249591,3,3,3,1,0,2,2,0,3
42680,45.037858,4,3,4.880769,1,1,2,3,0,2
42681,38.258994,4,4,3,1,1,1,4,0,2
42682,38.37534,2,4,6.672287,0,0,3,4,0,1
42683,31.808616,4,4,3,1,1,2,4,0,3
42684,18.235021,2,4,0.652274,1,0,3,4,0,1
42685,30.068516,1,4,0.66884,1,1,3,4,0,1
42686,26.71543,3,4,2,1,1,1,4,0,3
42687,35.067662,1,1,4.320778,1,1,3,2,0,1
42688,33.853958,4,4,3.496475,1,1,1,4,0,2
42689,22.90382,2,2,0.482215,1,1,3,4,0,1
42690,34.809981,3,4,9.384599,1,0,3,4,0,3
42691,35.034905,3,4,3.974895,1,1,1,4,0,2
42692,46.206387,4,4,4.340877,0,0,1,2,0,2
42693,44.772193,3,4,7.14364,1,1,1,3,0,2
42694,34.66037,4,4,3,1,1,1,3,0,3
42695,22.939841,2,3,2,1,1,2,3,0,3
42696,30.478876,3,4,3,1,0,1,4,0,1
42697,22.585805,2,4,2,1,0,1,3,0,3
42698,25.9076,3,3,4.043054,1,0,3,3,0,3
42699,30.645237,4,4,4.20162,1,1,3,4,0,2
42700,31.999595,3,4,3,1,1,3,3,0,3
42701,27.978181,2,3,0.639824,1,0,2,2,0,1
42702,43.239979,1,1,2,1,0,3,2,0,1
42703,35.87379,1,4,2,1,1,3,3,1,1
42704,37.486693,2,4,4.866654,1,1,3,4,0,3
42705,44.171065,3,4,7.954539,1,1,1,3,0,3
42706,36.249829,2,2,7.882641,0,0,1,2,0,1
42707,45.771483,4,4,8.903414,1,0,1,3,0,1
42708,37.060072,4,4,2,1,1,1,4,0,1
42709,31.204196,3,4,2,0,1,2,4,0,3
42710,23.466209,2,4,2,1,0,2,4,0,1
42711,48.291698,3,4,4.445431,0,1,3,3,0,3
42712,43.538535,4,4,8.43403,1,1,4,3,0,1
42713,21.751485,3,4,1.375762,0,1,2,4,0,3
42714,32.439875,4,4,3,1,0,3,4,0,3
42715,38.602598,3,4,11.03111,1,1,3,4,0,1
42716,28.429277,1,2,0.772749,1,1,2,4,0,3
42717,37.543348,3,3,4.335416,1,1,3,4,0,2
42718,22.234571,2,3,0.837636,1,1,3,2,0,1
42719,21.933161,3,4,8.391861,1,1,2,2,0,1
42720,21.545415,2,4,0.545258,1,1,2,4,0,2
42721,43.023207,4,4,5.16912,1,0,3,3,0,2
42722,24.067118,3,3,1.542565,1,0,3,3,0,3
42723,27.292008,4,4,2,1,0,1,4,0,2
42724,44.155496,2,3,5.949101,1,1,2,3,0,1
42725,27.04614,4,4,3.832811,1,1,3,2,1,3
42726,25.518061,3,4,3,1,1,1,4,0,3
42727,36.917489,4,4,3,0,1,3,4,0,2
42728,20.892504,2,2,2,1,1,2,3,0,3
42729,20.605507,3,3,0.927398,0,1,1,2,0,2
42730,30.463275,3,4,7.907671,1,1,3,4,0,2
42731,34.813274,1,3,2,1,1,2,1,1,3
42732,25.972434,3,2,0.274982,1,1,3,3,0,1
42733,25.662178,2,2,2,1,0,2,2,0,1
42734,34.054268,3,4,4.967307,1,1,2,3,0,3
42735,43.415972,4,4,0.748047,1,0,1,3,0,1
42736,21.420173,2,3,0.179229,1,1,2,3,0,1
42737,28.923732,3,4,2,1,1,3,4,0,3
42738,45.017957,3,3,7.59137,0,0,4,4,0,1
42739,32.249228,3,3,2,1,1,2,1,0,2
42740,21.154095,4,4,1.213893,0,1,1,4,0,2
42741,32.670318,4,4,2,0,1,1,4,0,2
42742,25.109485,1,4,3,1,0,2,4,0,1
42743,37.49802,3,4,9.249481,1,1,3,4,0,3
42744,35.521119,3,3,9.015619,1,1,3,3,0,3
42745,21.548266,4,4,2,0,0,2,4,0,3
42746,31.351636,2,4,4.156177,1,1,3,4,0,1
42747,26.069082,4,4,0.6328,1,1,1,4,0,1
42748,35.372881,3,4,9.280859,1,1,2,2,0,2
42749,19.22246,4,4,3,1,1,1,4,0,3
42750,31.692836,3,3,2,1,1,1,3,0,3
42751,43.650013,3,3,7.490842,1,1,2,2,0,1
42752,43.911393,4,4,3,0,0,2,4,0,1
42753,21.95241,1,2,2,1,1,3,1,0,3
42754,30.627613,2,3,2,1,0,3,4,0,2
42755,36.131954,4,4,5.914555,1,1,1,4,0,2
42756,38.352044,3,3,3,1,0,3,1,0,3
42757,28.65339,4,4,2,1,0,1,3,0,2
42758,23.730048,3,4,0.756478,0,1,1,1,0,1
42759,24.804681,2,3,4.64129,1,1,3,4,0,3
42760,38.111084,1,3,4.35439,1,0,3,4,0,1
42761,44.442813,4,4,5.756237,0,0,2,4,0,2
42762,23.495999,3,4,3,1,0,2,3,0,2
42763,39.553786,2,4,3,1,1,1,4,0,2
42764,34.184642,1,3,8.490785,1,1,3,4,1,1
42765,30.138322,3,4,3.949444,1,1,1,3,0,3
42766,46.463056,2,3,4.266388,1,1,3,3,0,1
42767,19.963074,3,4,0.924351,1,1,1,4,0,1
42768,26.255386,4,4,2,1,0,2,3,0,2
42769,21.614004,3,4,2,1,1,3,4,0,3
42770,35.293591,4,4,7.194368,1,1,1,4,0,2
42771,38.510305,4,4,8.760862,1,1,3,3,0,3
42772,22.780575,2,2,0.697678,1,1,3,4,0,1
42773,26.607163,2,4,2,1,1,1,3,0,3
42774,22.161394,1,3,2,1,1,4,4,0,1
42775,22.062195,4,4,2,1,1,2,2,0,3
42776,22.103689,2,3,1.284819,1,1,3,4,0,3
42777,31.522587,4,4,0.474863,0,1,1,3,0,3
42778,33.534849,4,4,3,1,1,1,4,0,3
42779,37.564865,2,4,7.552457,1,0,2,3,0,1
42780,48.436832,2,4,3.830119,1,1,1,2,0,1
42781,30.648667,4,4,6.673098,1,1,2,3,0,3
42782,38.178963,4,4,2,1,1,3,4,0,3
42783,20.023049,3,4,0.927709,1,0,3,4,0,1
42784,30.218612,3,4,4.073557,1,1,1,4,0,3
42785,29.897258,2,3,3,1,1,1,3,0,1
42786,30.792626,4,4,4.417407,0,1,3,4,0,3
42787,18.729472,3,4,0.78674,1,1,1,4,0,2
42788,26.557331,2,4,0.642098,1,0,2,3,0,1
42789,36.981188,2,2,0.884232,1,0,2,4,0,1
42790,29.134066,4,4,3,1,1,1,4,0,3
42791,29.269539,3,4,2,1,1,2,4,0,3
42792,30.405435,1,1,0.97186,1,1,3,4,0,1
42793,23.185239,1,1,0.79987,1,1,3,2,1,1
42794,25.784091,4,4,3.628592,1,1,3,1,0,3
42795,47.671022,3,3,4.642057,1,1,2,4,1,2
